parameter,scenario,output,mu_star,sigma,n_effects
peer_pull_interactions_per_agent,baseline_no_observed_norms__perturbation,social_norms_descriptive_vax_mean,0.02412499532156942,0.03500508949571658,6
importation_pulse_start_tick,baseline_no_observed_norms__perturbation,social_norms_descriptive_vax_mean,0.023454971841889716,0.032314508335765796,6
distance_tracking_max_hops,baseline_no_observed_norms__perturbation,social_norms_descriptive_vax_mean,0.017968198649622735,0.025646462768864557,6
norm_threshold_beta_alpha,baseline_no_observed_norms__perturbation,social_norms_descriptive_vax_mean,0.014890345521624345,0.02340596439018525,6
norm_response_slope,baseline_no_observed_norms__perturbation,social_norms_descriptive_vax_mean,0.005191318188959807,0.005248406430114875,6
high_exposure_target_percentile,baseline_no_observed_norms__perturbation,social_norms_descriptive_vax_mean,0.004351796973082263,0.006615711250735624,6
high_degree_target_percentile,baseline_no_observed_norms__perturbation,social_norms_descriptive_vax_mean,0.002388198133110227,0.0033842190079833847,6
low_legitimacy_target_percentile,baseline_no_observed_norms__perturbation,social_norms_descriptive_vax_mean,0.0013023307076372485,0.001330597957560247,6
state_update_noise_std,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,2.092673123022267,2.9708059624500844,6
community_incidence_baseline,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.29314731338883365,0.4725876896472295,6
bridge_prob,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.27016094961200093,0.3835300197454722,6
incidence_gamma,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.2588639775108703,0.27396020085445794,6
incidence_alpha_vax,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.24911467500472165,0.33952586372094573,6
k_social,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.21475305228488498,0.3104642179322768,6
k_incidence,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.10630875129773061,0.10419900566988043,6
incidence_alpha_protection,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.10596964306761454,0.13630122518958943,6
k_feedback_stakes,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.09278923498792646,0.19302520304421192,6
state_relaxation_slow,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.08991868640125726,0.07009506897655494,6
importation_pulse_amplitude,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.08525010156363422,0.1410595708868267,6
importation_targeted_local_bump,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.07319003801826558,0.13164904308291625,6
stakes_to_infection_multiplier,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.05997249508791213,0.11197263677356098,6
importation_outbreak_floor,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.04182719915965786,0.046609881851602364,6
contact_rate_multiplier,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.03719131234759104,0.05185861802274198,6
state_relaxation_fast,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.03456980539324898,0.04696408278204164,6
norm_threshold_max,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.03162355542594734,0.04278569823962196,6
norm_threshold_min,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.0295917283006375,0.033760157213665334,6
stakes_to_fear_multiplier,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.02826457253594793,0.03642648882009283,6
homophily_gamma,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.025809148048613412,0.04237822781687128,6
social_weight_delta_norm,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.024600216854885948,0.04482005363282816,6
importation_pulse_width_ticks,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.02280893457480933,0.02892690727279367,6
burn_in_ticks,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.014399562153867389,0.016821906754183946,6
social_weight_delta_trust,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.01183585732597889,0.01676370893489448,6
importation_pulse_start_tick,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.004994114606114763,0.007075644795488944,6
importation_pulse_period_ticks,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.0048301228042468836,0.006182998160549993,6
distance_tracking_max_hops,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.003988306252792266,0.006137958272258451,6
peer_pull_interactions_per_agent,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.0039850915731690474,0.005561381438010472,6
norm_threshold_beta_alpha,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.0021698460149076246,0.003953928439159607,6
norm_response_slope,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.0009078121199209477,0.0009442699347827242,6
high_exposure_target_percentile,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.0005892351932378877,0.0009245005354668967,6
high_degree_target_percentile,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.0004162396987413312,0.0005159061215082894,6
low_legitimacy_target_percentile,baseline_no_observed_norms__perturbation,vax_willingness_T12_mean,0.00017310754472674717,0.00011626803434933434,6
state_update_noise_std,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,1.5488610286459685,2.27580135557446,6
community_incidence_baseline,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.24428551303392018,0.4009948970823962,6
incidence_alpha_vax,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.23865595750497923,0.31187188410483574,6
k_social,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.2065997574867355,0.31702616066016354,6
incidence_gamma,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.19801059976965896,0.21609529803694272,6
bridge_prob,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.17951970535162468,0.20995879503870862,6
k_feedback_stakes,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.09806036703388933,0.18197282039438561,6
k_incidence,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.09651269691345049,0.09896600688508253,6
state_relaxation_slow,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.09511461547611806,0.058967585039998174,6
importation_pulse_amplitude,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.09156577720271268,0.1643389645849455,6
incidence_alpha_protection,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.07967304077432402,0.10971925586676454,6
stakes_to_infection_multiplier,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.05574098568823515,0.10595434506310254,6
importation_targeted_local_bump,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.052300726308587286,0.11060861691752347,6
contact_rate_multiplier,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.03535068585194541,0.0481749976170964,6
importation_outbreak_floor,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.03526921868104438,0.053747560163144796,6
norm_threshold_max,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.034010482610587665,0.04585970796776575,6
state_relaxation_fast,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.031732628672690076,0.042451720495715814,6
norm_threshold_min,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.0258394979306568,0.032113764700084854,6
importation_pulse_width_ticks,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.025189408813072117,0.03545242154735541,6
homophily_gamma,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.02508558700795523,0.044516516425364326,6
social_weight_delta_norm,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.023558934982321016,0.044811390038400706,6
stakes_to_fear_multiplier,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.019152898870984283,0.02137283024373106,6
burn_in_ticks,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.01239451200094995,0.014396151836520363,6
social_weight_delta_trust,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.006829718653102013,0.00978168124023196,6
importation_pulse_period_ticks,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.004687902827621808,0.006613839746510658,6
peer_pull_interactions_per_agent,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.0036068621290122286,0.005204714293614221,6
importation_pulse_start_tick,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.0034205181457617564,0.004855069892357695,6
distance_tracking_max_hops,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.0029900713105845966,0.004325757072651498,6
norm_threshold_beta_alpha,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.001896065957663377,0.003271139622141964,6
norm_response_slope,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.0009058630083922974,0.0008108649065242439,6
high_exposure_target_percentile,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.0005067515096146262,0.0007835607880776912,6
high_degree_target_percentile,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.00025251619467994143,0.00029979111740264554,6
low_legitimacy_target_percentile,baseline_no_observed_norms__shock,mask_when_pressure_high_mean,0.00013513462442287977,0.00012285559825750468,6
state_update_noise_std,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,14.97079698448515,22.006208360864353,6
incidence_alpha_vax,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,2.11268788396886,2.6492292290856705,6
community_incidence_baseline,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,1.9820789825381624,3.2272493003168257,6
bridge_prob,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,1.672458445646727,1.7673385270712167,6
incidence_gamma,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,1.6377718661720861,1.7305670969667166,6
k_social,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,1.6032603187239596,2.424701286945192,6
state_relaxation_slow,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.883069381878876,0.6614851838431851,6
k_feedback_stakes,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.8194970914297376,1.5294026685822073,6
k_incidence,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.7873344647334689,0.8218532070547431,6
importation_pulse_amplitude,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.726216149407577,1.2808235365325975,6
incidence_alpha_protection,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.6521021522825521,0.9148904275565477,6
stakes_to_infection_multiplier,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.5104090115653085,0.9716308186249955,6
importation_targeted_local_bump,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.4359293399930901,0.8782859574757911,6
importation_outbreak_floor,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.2871075229209789,0.3921989768774198,6
state_relaxation_fast,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.2641333788876092,0.38003679602308066,6
contact_rate_multiplier,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.24924166675734483,0.3395667205227904,6
norm_threshold_max,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.24445624054018586,0.33744127252885325,6
homophily_gamma,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.23489072137584324,0.40667000712459117,6
importation_pulse_width_ticks,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.18764904696432202,0.26967041226108734,6
stakes_to_fear_multiplier,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.18149302725681782,0.23017988763252226,6
norm_threshold_min,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.18026767812436617,0.23851568377748664,6
social_weight_delta_norm,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.17690320750373997,0.3736121267609536,6
burn_in_ticks,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.10678775945030594,0.12307120623853571,6
social_weight_delta_trust,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.0767476906549823,0.10821994050449245,6
importation_pulse_period_ticks,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.03465132884379093,0.04841129824220973,6
peer_pull_interactions_per_agent,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.02412499532156942,0.03500508949571658,6
importation_pulse_start_tick,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.023454971841889716,0.032314508335765796,6
distance_tracking_max_hops,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.017968198649622735,0.025646462768864557,6
norm_threshold_beta_alpha,baseline_no_observed_norms__shock,social_norms_descriptive_vax_mean,0.014890345521624345,0.02340596439018525,6
