parameter,S_i,S_Ti,interaction_gap,sobol_n,scenario,output
importation_targeted_local_bump,0.0,0.0,0.0,2048,trust_repair_institutional__perturbation,social_norms_descriptive_vax_mean
k_social,0.7823757082223892,0.8175970911979675,0.03522138297557831,2048,trust_repair_institutional__shock,vax_willingness_T12_mean
importation_outbreak_floor,0.09961771965026855,0.12287314236164093,0.023255422711372375,2048,trust_repair_institutional__shock,vax_willingness_T12_mean
community_incidence_baseline,0.06526607275009155,0.09304818511009216,0.02778211236000061,2048,trust_repair_institutional__shock,vax_willingness_T12_mean
state_update_noise_std,0.0,0.0031715629156678915,0.0031715629156678915,2048,trust_repair_institutional__shock,vax_willingness_T12_mean
incidence_gamma,0.0,0.002963792299851775,0.002963792299851775,2048,trust_repair_institutional__shock,vax_willingness_T12_mean
importation_targeted_local_bump,0.0,0.00144683918915689,0.00144683918915689,2048,trust_repair_institutional__shock,vax_willingness_T12_mean
incidence_alpha_vax,0.0,0.000975817150902003,0.000975817150902003,2048,trust_repair_institutional__shock,vax_willingness_T12_mean
bridge_prob,0.0,0.0007687747129239142,0.0007687747129239142,2048,trust_repair_institutional__shock,vax_willingness_T12_mean
community_incidence_baseline,0.7377038896083832,0.7501588463783264,0.012454956769943237,2048,trust_repair_institutional__shock,mask_when_pressure_high_mean
importation_outbreak_floor,0.21841979026794434,0.22924481332302094,0.010825023055076599,2048,trust_repair_institutional__shock,mask_when_pressure_high_mean
incidence_gamma,0.013940215110778809,0.020191919058561325,0.0062517039477825165,2048,trust_repair_institutional__shock,mask_when_pressure_high_mean
k_social,0.009371757507324219,0.014042842201888561,0.0046710846945643425,2048,trust_repair_institutional__shock,mask_when_pressure_high_mean
incidence_alpha_vax,0.0,0.0017984609585255384,0.0017984609585255384,2048,trust_repair_institutional__shock,mask_when_pressure_high_mean
state_update_noise_std,0.0,0.0016814135015010834,0.0016814135015010834,2048,trust_repair_institutional__shock,mask_when_pressure_high_mean
bridge_prob,0.0,0.00021852405916433781,0.00021852405916433781,2048,trust_repair_institutional__shock,mask_when_pressure_high_mean
importation_targeted_local_bump,0.0,0.00008736436575418338,0.00008736436575418338,2048,trust_repair_institutional__shock,mask_when_pressure_high_mean
k_social,0.9974105809815228,0.997929573059082,0.0005189920775592327,2048,trust_repair_institutional__shock,social_norms_descriptive_vax_mean
incidence_gamma,0.0004937648773193359,0.0012112038675695658,0.0007174389902502298,2048,trust_repair_institutional__shock,social_norms_descriptive_vax_mean
incidence_alpha_vax,0.0,0.0008671139949001372,0.0008671139949001372,2048,trust_repair_institutional__shock,social_norms_descriptive_vax_mean
importation_outbreak_floor,0.0009047389030456543,0.0007326035993173718,0.0,2048,trust_repair_institutional__shock,social_norms_descriptive_vax_mean
state_update_noise_std,0.0,0.0003711619647219777,0.0003711619647219777,2048,trust_repair_institutional__shock,social_norms_descriptive_vax_mean
bridge_prob,0.0,0.000038195976230781525,0.000038195976230781525,2048,trust_repair_institutional__shock,social_norms_descriptive_vax_mean
importation_targeted_local_bump,0.0,0.00001788132249203045,0.00001788132249203045,2048,trust_repair_institutional__shock,social_norms_descriptive_vax_mean
community_incidence_baseline,0.0,0.0,0.0,2048,trust_repair_institutional__shock,social_norms_descriptive_vax_mean
