model,group,outcome,type,nobs,pseudo_r2,formula,description
B_PROTECT_mask_when_pressure_high,B_PROTECT,mask_when_pressure_high,ordinal,22246,0.09859265788670511,"mask_when_pressure_high ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Mask use during high epidemic pressure (B3 item-level)
B_PROTECT_mask_when_pressure_high_PN_ITEMS,B_PROTECT,mask_when_pressure_high,ordinal,22246,0.10130267752811814,"mask_when_pressure_high ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Mask use during high epidemic pressure (B3 item-level) (peer norms item-level)
B_PROTECT_mask_when_symptomatic_crowded_ENGINES_REF,B_PROTECT,mask_when_symptomatic_crowded,ordinal,22246,0.06388081736595619,"mask_when_symptomatic_crowded ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + institutional_trust_avg + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + income_ppp_norm_missing + minority_missing + severity_if_infected_avg_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Mask use in crowds when symptomatic (ref engines: LOBO/BIC-positive blocks only)
B_PROTECT_mask_when_symptomatic_crowded_ENGINES_REF_PN_ITEMS,B_PROTECT,mask_when_symptomatic_crowded,ordinal,22246,0.06554442205263307,"mask_when_symptomatic_crowded ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + institutional_trust_avg + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + income_ppp_norm_missing + minority_missing + severity_if_infected_avg_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Mask use in crowds when symptomatic (ref engines: LOBO/BIC-positive blocks only) (peer norms item-level)
B_PROTECT_stay_home_when_symptomatic_ENGINES_REF,B_PROTECT,stay_home_when_symptomatic,ordinal,22246,0.04350444453180649,"stay_home_when_symptomatic ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + institutional_trust_avg + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + income_ppp_norm_missing + minority_missing + severity_if_infected_avg_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Staying home when symptomatic (ref engines: LOBO/BIC-positive blocks only)
B_PROTECT_stay_home_when_symptomatic_ENGINES_REF_PN_ITEMS,B_PROTECT,stay_home_when_symptomatic,ordinal,22246,0.04462286764140919,"stay_home_when_symptomatic ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + institutional_trust_avg + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + income_ppp_norm_missing + minority_missing + severity_if_infected_avg_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Staying home when symptomatic (ref engines: LOBO/BIC-positive blocks only) (peer norms item-level)
B_PROTECT_mask_when_pressure_high_ENGINES_REF,B_PROTECT,mask_when_pressure_high,ordinal,22246,0.09548764215180046,"mask_when_pressure_high ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + institutional_trust_avg + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + income_ppp_norm_missing + minority_missing + severity_if_infected_avg_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only)
B_PROTECT_mask_when_pressure_high_ENGINES_REF_PN_ITEMS,B_PROTECT,mask_when_pressure_high,ordinal,22246,0.09852344910788481,"mask_when_pressure_high ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + institutional_trust_avg + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + income_ppp_norm_missing + minority_missing + severity_if_infected_avg_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only) (peer norms item-level)
B_PROTECT_support_mandatory_vaccination_LEGIT,B_PROTECT,support_mandatory_vaccination,ordinal,22246,0.15841502663544035,"support_mandatory_vaccination ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + covax_legitimacy_scepticism_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Support for mandatory vaccination + legitimacy/scepticism engine predictor
B_PROTECT_support_mandatory_vaccination_LEGIT_PN_ITEMS,B_PROTECT,support_mandatory_vaccination,ordinal,22246,0.15880062128329636,"support_mandatory_vaccination ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + covax_legitimacy_scepticism_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Support for mandatory vaccination + legitimacy/scepticism engine predictor (peer norms item-level)
P_5C_fivec_pro_vax,P_5C,fivec_pro_vax_idx,linear,22246,0.44120356673295136,"fivec_pro_vax_idx ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Determinants of 5C pro-vaccine orientation
P_5C_fivec_pro_vax_PN_ITEMS,P_5C,fivec_pro_vax_idx,linear,22246,0.4462571639525128,"fivec_pro_vax_idx ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Determinants of 5C pro-vaccine orientation (peer norms item-level)
P_5C_fivec_pro_vax_REF,P_5C,fivec_pro_vax_idx,linear,22246,0.42052442547780977,"fivec_pro_vax_idx ~ age + M_religion + income_ppp_norm + trust_gp_vax_info + trust_who_vax_info + trust_national_gov_vax_info + trust_social + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + M_religion_missing + income_ppp_norm_missing + social_norms_vax_avg_missing + trust_social_missing + C(country, Treatment(reference='IT'))",Determinants of 5C pro-vaccine orientation (ref: reduced blocks)
P_5C_fivec_confidence,P_5C,fivec_confidence,linear,22246,0.4935701316474519,"fivec_confidence ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",fivec_confidence component
P_5C_fivec_confidence_PN_ITEMS,P_5C,fivec_confidence,linear,22246,0.49678946326263806,"fivec_confidence ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",fivec_confidence component (peer norms item-level)
P_5C_fivec_low_complacency_rev,P_5C,fivec_low_complacency,linear,22246,0.2718804205589973,"fivec_low_complacency ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",fivec_low_complacency component
P_5C_fivec_low_complacency_rev_PN_ITEMS,P_5C,fivec_low_complacency,linear,22246,0.2784112744714755,"fivec_low_complacency ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",fivec_low_complacency component (peer norms item-level)
P_5C_fivec_low_constraints_rev,P_5C,fivec_low_constraints,linear,22246,0.1599934217180785,"fivec_low_constraints ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",fivec_low_constraints component
P_5C_fivec_low_constraints_rev_PN_ITEMS,P_5C,fivec_low_constraints,linear,22246,0.16433891194149042,"fivec_low_constraints ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",fivec_low_constraints component (peer norms item-level)
P_5C_fivec_collective_responsibility,P_5C,fivec_collective_responsibility,linear,22246,0.21594011939559,"fivec_collective_responsibility ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",fivec_collective_responsibility component
P_5C_fivec_collective_responsibility_PN_ITEMS,P_5C,fivec_collective_responsibility,linear,22246,0.21965581804142498,"fivec_collective_responsibility ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",fivec_collective_responsibility component (peer norms item-level)
