model,group,outcome,type,nobs,pseudo_r2,formula,description
B_COVID_MAIN_vax_willingness_Y_ENGINES_HABIT,B_COVID,vax_willingness_Y,ordinal,22246,0.13926459947734354,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + institutional_trust_avg + fivec_pro_vax_idx + vaccine_risk_avg + disease_fear_avg + social_norms_vax_avg + covax_legitimacy_scepticism_idx + M_religion_missing + exper_illness_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Compressed ABM backbone + COVID vaccination history inertia (covax_num)
B_COVID_MAIN_vax_willingness_Y_ENGINES_STAKESdanger_HABIT,B_COVID,vax_willingness_Y,ordinal,22246,0.23811977106014937,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + institutional_trust_avg + fivec_pro_vax_idx + vaccine_risk_avg + covid_perceived_danger_Y + social_norms_vax_avg + covax_legitimacy_scepticism_idx + M_religion_missing + exper_illness_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))","Compressed ABM backbone (engines) + COVID inertia, with stakes as perceived danger (covid_perceived_danger_Y)"
B_COVID_MAIN_vax_willingness_Y_ENGINES_COSTfear_HABIT,B_COVID,vax_willingness_Y,ordinal,22246,0.141201536555817,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + institutional_trust_avg + fivec_pro_vax_idx + vaccine_fear_avg + disease_fear_avg + social_norms_vax_avg + covax_legitimacy_scepticism_idx + M_religion_missing + exper_illness_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))","Compressed ABM backbone (engines) + COVID inertia, with costs as fear (vaccine_fear_avg)"
B_COVID_MAIN_vax_willingness_Y_MIGRATION,B_COVID,vax_willingness_Y,ordinal,22246,0.14489829784431235,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + born_in_residence_country + parent_born_abroad + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_progressive_norms_nonvax_idx:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Current willingness decision rule + migration/birthplace robustness
B_COVID_MAIN_vax_willingness_Y_MIGRATION_PN_ITEMS,B_COVID,vax_willingness_Y,ordinal,22246,0.14610657778628447,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + born_in_residence_country + parent_born_abroad + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_climate_harm:fivec_collective_responsibility + family_lgbt_adoption_rights:fivec_collective_responsibility + family_immigration_tolerance:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Current willingness decision rule + migration/birthplace robustness (peer norms item-level)
B_COVID_MAIN_vax_willingness_T12,B_COVID,vax_willingness_T12,ordinal,22246,0.2029186798124429,"vax_willingness_T12 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_progressive_norms_nonvax_idx:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Full decision rule for willingness when offered 1st/2nd dose (robustness)
B_COVID_MAIN_vax_willingness_T12_PN_ITEMS,B_COVID,vax_willingness_T12,ordinal,22246,0.2037111966656092,"vax_willingness_T12 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_climate_harm:fivec_collective_responsibility + family_lgbt_adoption_rights:fivec_collective_responsibility + family_immigration_tolerance:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Full decision rule for willingness when offered 1st/2nd dose (robustness) (peer norms item-level)
B_COVID_MAIN_vax_willingness_T3,B_COVID,vax_willingness_T3,ordinal,22246,0.23585644199826516,"vax_willingness_T3 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_progressive_norms_nonvax_idx:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Full decision rule for willingness when offered 3rd dose (robustness)
B_COVID_MAIN_vax_willingness_T3_PN_ITEMS,B_COVID,vax_willingness_T3,ordinal,22246,0.23672751438997383,"vax_willingness_T3 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_climate_harm:fivec_collective_responsibility + family_lgbt_adoption_rights:fivec_collective_responsibility + family_immigration_tolerance:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Full decision rule for willingness when offered 3rd dose (robustness) (peer norms item-level)
B_COVID_MAIN_vax_willingness_T4,B_COVID,vax_willingness_T4,ordinal,18717,0.16059776725640074,"vax_willingness_T4 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_progressive_norms_nonvax_idx:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Full decision rule for willingness when offered 4th dose (selective sample)
B_COVID_MAIN_vax_willingness_T4_PN_ITEMS,B_COVID,vax_willingness_T4,ordinal,18717,0.16235990570595304,"vax_willingness_T4 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_climate_harm:fivec_collective_responsibility + family_lgbt_adoption_rights:fivec_collective_responsibility + family_immigration_tolerance:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Full decision rule for willingness when offered 4th dose (selective sample) (peer norms item-level)
B_COVID_vaccinated_any,B_COVID,covax_0_1,logit,22246,0.36482790977782986,"covax_0_1 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_progressive_norms_nonvax_idx:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))","Ever vaccinated against COVID-19 (1=ever, 0=never) as historical decision rule"
B_COVID_vaccinated_any_PN_ITEMS,B_COVID,covax_0_1,logit,22246,0.367288187841586,"covax_0_1 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_climate_harm:fivec_collective_responsibility + family_lgbt_adoption_rights:fivec_collective_responsibility + family_immigration_tolerance:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))","Ever vaccinated against COVID-19 (1=ever, 0=never) as historical decision rule (peer norms item-level)"
B_COVID_vaccinated_any_MIGRATION,B_COVID,covax_0_1,logit,22246,0.36551349742115746,"covax_0_1 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + born_in_residence_country + parent_born_abroad + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_progressive_norms_nonvax_idx:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Ever vaccinated (0/1) + migration/birthplace robustness
B_COVID_vaccinated_any_MIGRATION_PN_ITEMS,B_COVID,covax_0_1,logit,22246,0.3678803754500748,"covax_0_1 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + born_in_residence_country + parent_born_abroad + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_climate_harm:fivec_collective_responsibility + family_lgbt_adoption_rights:fivec_collective_responsibility + family_immigration_tolerance:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Ever vaccinated (0/1) + migration/birthplace robustness (peer norms item-level)
B_COVID_MEDIATION_vax_willingness_Y,B_COVID,vax_willingness_Y,ordinal,22246,0.10130782615286295,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + institutional_trust_avg + fivec_pro_vax_idx + vaccine_risk_avg + family_progressive_norms_nonvax_idx + M_religion_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + C(country, Treatment(reference='IT'))",Trust -> 5C -> risk chain on current willingness (clean mediation variant)
B_COVID_MEDIATION_vax_willingness_Y_PN_ITEMS,B_COVID,vax_willingness_Y,ordinal,22246,0.1020045903956345,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + institutional_trust_avg + fivec_pro_vax_idx + vaccine_risk_avg + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + M_religion_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + C(country, Treatment(reference='IT'))",Trust -> 5C -> risk chain on current willingness (clean mediation variant) (peer norms item-level)
B_COVID_MEDIATION_vax_willingness_T4,B_COVID,vax_willingness_T4,ordinal,18717,0.13025722806441556,"vax_willingness_T4 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + institutional_trust_avg + fivec_pro_vax_idx + vaccine_risk_avg + family_progressive_norms_nonvax_idx + M_religion_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + C(country, Treatment(reference='IT'))",Trust -> 5C -> risk chain on willingness when offered 4th dose
B_COVID_MEDIATION_vax_willingness_T4_PN_ITEMS,B_COVID,vax_willingness_T4,ordinal,18717,0.13104087724295604,"vax_willingness_T4 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + institutional_trust_avg + fivec_pro_vax_idx + vaccine_risk_avg + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + M_religion_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + C(country, Treatment(reference='IT'))",Trust -> 5C -> risk chain on willingness when offered 4th dose (peer norms item-level)
