id,target,outcome,ice_low,delta_z,ice_mid,ice_high
0::DE::1010,fivec_pro_vax_idx,flu_vaccinated_2023_2024,0.0795249780698985,1.6500416510789493,0.08906290383673693,0.0986008296035753
0::DE::1010,flu_disease_fear,flu_vaccinated_2023_2024,0.07024218695033127,1.0761529235334935,0.08203702683524369,0.08203702683524369
0::DE::1010,flu_vaccine_risk,flu_vaccinated_2023_2024,0.10004810485114274,1.1126796306324769,0.09383186672015612,0.09383186672015612
0::DE::1010,institutional_trust_avg,flu_vaccinated_2023_2024,0.09139697802732,1.4944518075201283,0.09383186672015612,0.09577977767442503
0::DE::1010,social_norms_vax_avg,flu_vaccinated_2023_2024,0.08869219652202659,1.4617854521564433,0.09169033747093547,0.09383186672015612
0::DE::1100,fivec_pro_vax_idx,flu_vaccinated_2023_2024,0.07632170128509891,1.6500416510789493,0.08585962705193728,0.09539755281877571
0::DE::1100,flu_disease_fear,flu_vaccinated_2023_2024,0.07168030572531531,1.0761529235334935,0.0834751456102277,0.0834751456102277
0::DE::1100,flu_vaccine_risk,flu_vaccinated_2023_2024,0.08969138374121435,1.1126796306324769,0.0834751456102277,0.0834751456102277
0::DE::1100,institutional_trust_avg,flu_vaccinated_2023_2024,0.08250119013309326,1.4944518075201283,0.08493607882592935,0.08688398978019826
0::DE::1100,social_norms_vax_avg,flu_vaccinated_2023_2024,0.08090531051116295,1.4617854521564433,0.08390345146007183,0.08604498070929248
0::DE::112,fivec_pro_vax_idx,flu_vaccinated_2023_2024,0.3478882969959623,1.6500416510789493,0.3574262227628007,0.36696414852963904
0::DE::112,flu_disease_fear,flu_vaccinated_2023_2024,0.33370897566934027,1.0761529235334935,0.34550381555425264,0.34550381555425264
0::DE::112,flu_vaccine_risk,flu_vaccinated_2023_2024,0.34550381555425264,1.1126796306324769,0.33928757742326604,0.33928757742326604
0::DE::112,institutional_trust_avg,flu_vaccinated_2023_2024,0.34501683781568543,1.4944518075201283,0.3474517265085216,0.3493996374627905
0::DE::112,social_norms_vax_avg,flu_vaccinated_2023_2024,0.34550381555425264,1.4617854521564433,0.34850195650316157,0.3506434857523822
0::DE::1426,fivec_pro_vax_idx,flu_vaccinated_2023_2024,0.15483977123471293,1.6500416510789493,0.16437769700155136,0.17391562276838973
0::DE::1426,flu_disease_fear,flu_vaccinated_2023_2024,0.15258285711663894,1.0761529235334935,0.16437769700155136,0.16437769700155136
